CMS Certification Number (CCN),Network,Facility Name,Five Star,Address Line 1,City/Town,State,ZIP Code,County/Parish,Profit or Non-Profit,Chain Owned,Chain Organization,Late Shift,# of Dialysis Stations,Offers in-center hemodialysis,Offers peritoneal dialysis,Offers home hemodialysis training,Patient Survival Category Text,Number of Patients included in survival summary,Mortality Rate (Facility),Patient hospitalization category text,Hospitalization Rate (Facility),Patient Hospital Readmission Category,Number of hospitalizations included in hospital readmission summary,Readmission Rate (Facility),Patient Transfusion category text,Transfusion Rate (Facility),Number of patients in this facility for SWR,Standardized First Kidney Transplant Waitlist Ratio,PPPW category text,Number of patients for PPPW,Percentage of Prevalent Patients Waitlisted,Standardized ED visits ratio (Facility),Standardized ED visits within 30 days of hospital discharge ratio (Facility),Standard Infection Ratio,Fistula Category Text,Fistula Rate (Facility),Healthcare worker COVID-19 vaccination adherence percentage,Number of Dialysis Patients with Hgb data,Number of patient-months in hypercalcemia summary,Percentage of Adult patients with hypercalcemia (serum calcium greater than 10.2 mg/dL),Percentage of Adult patients with serum phosphorus less than 3.5 mg/dL,Percentage of Adult patients with serum phosphorus between 3.5-4.5 mg/dL,Percentage of Adult patients with serum phosphorus between 4.6-5.5 mg/dL,Percentage of Adult patients with serum phosphorus between 5.6-7.0 mg/dL,Percentage of Adult patients with serum phosphorus greater than 7.0 mg/dL
382572,16,DaVita Portland MLK Dialysis,2,2737 NE MARTIN LUTHER KING JR BLVD,PORTLAND,OR,97212,Multnomah,Profit,Yes,DaVita,No,20,Yes,Yes,Yes,As Expected,412,25.7,As Expected,117,As Expected,73,23,As Expected,17.3,35,0.48,As Expected,99,4.3,0.8,1.29,0.12,As Expected,50.4,5,20,1052,1,7,21,25,28,19
182549,9,DaVita Christian County Dialysis,3,200 BURLEY AVE,HOPKINSVILLE,KY,42240,Christian,Profit,Yes,DaVita,No,13,Yes,No,No,As Expected,139,24.7,As Expected,58.5,As Expected,16,37.2,As Expected,8,29,0,As Expected,47,3.3,0.81,2.16,0.34,As Expected,63.9,0,14,432,0,6,23,29,24,17
242508,11,DaVita Faribault Dialysis Unit,3,201 LYNDALE AVE S,FARIBAULT,MN,55021,Rice,Profit,Yes,DaVita,No,10,Yes,No,No,As Expected,108,20.4,As Expected,173.9,As Expected,31,25.1,Not Available,,13,,As Expected,23,22.6,2.84,1.7,0.32,As Expected,63.9,0,13,265,0,6,16,24,32,22
202504,1,FMC Kennebec Kidney Center,2,164 Civic Center Drive,AUGUSTA,ME,4330,Kennebec,Profit,Yes,Fresenius Medical Care,Yes,13,Yes,Yes,Yes,As Expected,243,20.7,As Expected,133.4,As Expected,44,24.6,As Expected,21.1,23,,As Expected,51,20.4,1.13,1.27,0.32,As Expected,62.3,1,12,555,3,5,16,27,28,25
742559,14,DaVita Prosper Dialysis,3,241 N PRESTON RD STE A,Prosper,TX,75078,Collin,Profit,Yes,DaVita,No,17,Yes,No,No,As Expected,82,10.4,As Expected,143.7,As Expected,31,18.2,Not Available,,13,,As Expected,30,16.8,0.53,0,0,As Expected,52.2,6,7,327,0,9,24,33,22,13
112712,6,FMC DIALYSIS SERVICES NEWTON,4,11415 BROWN BRIDGE ROAD,COVINGTON,GA,30016,Newton,Profit,Yes,Fresenius Medical Care,No,11,Yes,Yes,Yes,As Expected,310,30.9,As Expected,134.5,As Expected,42,24.6,As Expected,16.6,14,,As Expected,61,25.8,0.5,0.76,0.55,As Expected,69.2,0,15,598,0,11,24,27,25,13
342532,6,DaVita SEDC Jacksonville Dialysis Center,3,14 OFFICE PARK DRIVE,JACKSONVILLE,NC,28546,Onslow,Profit,Yes,DaVita,No,38,Yes,Yes,Yes,As Expected,388,25.5,As Expected,89.6,As Expected,47,15,As Expected,14.4,47,0.45,As Expected,86,11.7,1.3,1.28,0.25,As Expected,62.9,0,30,832,0,7,20,21,28,23
732501,4,FKC Back Mountain,3,130 Crossfield Drive,Dallas,PA,18612,Luzerne,Profit,Yes,Fresenius Medical Care,No,13,Yes,No,No,As Expected,111,14.3,As Expected,193.6,As Expected,59,32.1,Not Available,,14,,As Expected,30,23.3,0.63,0.77,1.61,As Expected,69.1,0,17,362,0,8,25,35,22,11
332584,2,UNIV DIALYSIS CTR @ AUBURN,2,21 NELSON STREET,AUBURN,NY,13021,Cayuga,Non-profit,Yes,"Dialysis Clinic, Inc.",No,13,Yes,No,No,As Expected,208,22,As Expected,184.6,As Expected,78,32.7,As Expected,46.5,17,,As Expected,48,24.3,0.96,1.18,0,As Expected,62.4,0,27,485,1,11,29,26,21,14
732505,4,Prodigy Dialysis Meyersdale,,25 Center Street,Meyersdale,PA,15552,Somerset,Profit,No,Independent,No,9,Yes,No,No,As Expected,33,22,As Expected,185.2,Worse than Expected,16,70.3,Not Available,,4,,Not Available,7,,,0.65,0.62,As Expected,42.7,,0,121,1,6,19,37,27,11
102706,7,RAI CARE CENTERS - PUNTA GORDA,3,355 DUPONT ST,PUNTA GORDA,FL,33950,Charlotte,Profit,Yes,Fresenius Medical Care,No,16,Yes,Yes,Yes,As Expected,195,23,As Expected,146.8,As Expected,41,35.3,As Expected,37.1,23,,As Expected,37,10.2,0.49,0,0.32,As Expected,56.6,0,17,395,1,7,26,31,24,12
422650,6,Fresenius Medical Care Sumter Home,3,653 W. Wesmark Boulevard,SUMTER,SC,29150,Sumter,Profit,Yes,Fresenius Medical Care,No,6,Yes,Yes,Yes,As Expected,205,29,As Expected,121.6,As Expected,22,37.7,As Expected,17.7,27,1.42,As Expected,49,25.4,0.63,1.35,,As Expected,37,0,16,427,0,11,29,26,24,11
852559,6,Fresenius Kidney Care East Marietta,2,2060 Lower Roswell Rd,Marietta,GA,30068,Cobb,Profit,Yes,Fresenius Medical Care,No,17,Yes,No,No,As Expected,108,14.6,Worse than Expected,237.4,As Expected,64,34,Worse than Expected,78.6,21,1.32,As Expected,53,5.7,1.43,1.67,0,As Expected,53.1,1,8,513,3,9,21,32,20,18
172517,12,Flint Hills Dialysis LLC,2,1133 College Ave B266,Manhattan,KS,66502,Riley,Profit,No,Independent,No,19,Yes,No,Yes,As Expected,307,19.7,As Expected,161.5,As Expected,57,23.4,As Expected,50,29,,As Expected,59,8.4,0.9,1.17,1.07,As Expected,65.1,8,3,628,0,8,29,32,22,9
312650,3,FMC Hudson Home Therapies,5,3196 KENNEDY BLVD,UNION CITY,NJ,7087,Hudson,Profit,Yes,Fresenius Medical Care,No,3,No,Yes,Yes,As Expected,74,24.8,As Expected,93.6,As Expected,13,11.6,Not Available,,6,,Better than Expected,57,41.7,0.39,,,Better than Expected,92.8,0,5,312,1,7,28,27,23,15
312527,3,FMC Ewing,1,1962 North Olden Avenue,EWING,NJ,8618,Mercer,Profit,Yes,Fresenius Medical Care,No,18,Yes,No,No,As Expected,292,26.8,As Expected,200.3,As Expected,84,35.7,Not Available,,35,0.71,As Expected,89,14.9,1.14,1.55,0,As Expected,43,0,28,926,0,6,17,29,25,22
212513,5,IDF - CHESTNUT SQUARE DIALYSIS CTR,3,3303 CHESTNUT AVE,BALTIMORE,MD,21211,Baltimore City,Non-profit,Yes,Independent Dialysis Foundation (IDF),No,21,Yes,No,No,As Expected,177,16.1,As Expected,94.6,As Expected,26,11.2,As Expected,5.5,12,,As Expected,49,10.1,0.63,0.6,0.87,As Expected,46.1,,19,535,2,11,28,27,20,14
242575,11,FMC - SOUTHTOWN DIALYSIS,2,7901 XERXES AVE S,BLOOMINGTON,MN,55431,Hennepin,Profit,Yes,Fresenius Medical Care,No,12,Yes,No,No,As Expected,143,19.4,Worse than Expected,242.1,As Expected,58,22.2,As Expected,23.6,23,,As Expected,46,20.6,0.95,0.9,0.76,As Expected,52.3,4,19,481,1,7,23,29,24,17
172572,12,DaVita Air Capital Dialysis,3,1812 S Seneca St Suite 110,Wichita,KS,67213,Sedgwick,Profit,Yes,DaVita,No,17,Yes,No,No,As Expected,162,20.6,As Expected,128.6,As Expected,34,28.6,Not Available,,24,,As Expected,46,3.9,1.09,0.97,0,As Expected,62.5,0,12,391,1,4,17,26,32,21
502529,16,FMC MOSES LAKE DIALYSIS UNIT,2,847 A East Broadway Ave,MOSES LAKE,WA,98837,Grant,Profit,Yes,Fresenius Medical Care,No,26,Yes,Yes,Yes,As Expected,445,25.9,As Expected,108.6,As Expected,65,25.6,As Expected,27.5,51,0.19,As Expected,128,4.1,1.62,2.08,1.11,As Expected,59.9,0,50,1228,1,7,17,21,30,26
192740,13,FKC - CHALMETTE,3,3027 JEAN LAFITTE PKWY,CHALMETTE,LA,70043,Saint Bernard,Profit,Yes,Fresenius Medical Care,No,13,Yes,No,No,As Expected,197,29.6,As Expected,180.4,As Expected,54,34.8,Not Available,,23,,As Expected,50,7.5,1.57,0.72,0.54,As Expected,73.2,0,5,519,1,11,20,23,25,21
242555,11,FMC DIALYSIS SERVICES OF SPIRIT VALLEY,3,4700 MIKE COLALILLO DR,DULUTH,MN,55807,Saint Louis,Profit,Yes,Fresenius Medical Care,No,22,Yes,Yes,Yes,As Expected,354,19,As Expected,117.7,As Expected,74,16.2,As Expected,0,47,1.15,As Expected,58,13.7,1.26,1.1,0.56,As Expected,56.9,0,27,604,0,8,22,28,25,18
332405,2,ST. CATHERINE OF SIENA HOSPITAL,2,50 ROUTE 25A,SMITHTOWN,NY,11787,Suffolk,Non-profit,No,Independent,Yes,18,Yes,Yes,No,As Expected,374,16.3,As Expected,163.5,As Expected,121,24.1,As Expected,21.7,27,,As Expected,40,12,0.59,0.91,0.12,As Expected,51.1,,47,752,5,10,23,33,26,8
152516,9,FMC - GRANT COUNTY DIALYSIS,3,1797 WEST KEM ROAD,MARION,IN,46952,Grant,Profit,Yes,Fresenius Medical Care,No,24,Yes,Yes,Yes,As Expected,479,19,As Expected,101.6,Better than Expected,75,13.7,As Expected,26.9,39,0.43,As Expected,99,10.1,1.18,1.42,0.59,As Expected,49.7,0,27,1131,1,9,22,28,27,14
522581,11,FRESENIUS MEDICAL CARE MIDWEST WAUKESHA,1,111 ANN ST,WAUKESHA,WI,53188,Waukesha,Profit,Yes,Fresenius Medical Care,No,13,Yes,Yes,No,As Expected,165,22.9,As Expected,172.7,As Expected,45,31.6,Not Available,,17,,As Expected,30,10.2,1.47,1.94,0.25,As Expected,56.1,0,12,354,10,7,25,36,19,13
112858,6,DaVita Troup County Dialysis,1,140 GLENN BASS ROAD,LAGRANGE,GA,30240,Troup,Profit,Yes,DaVita,No,33,Yes,Yes,No,As Expected,228,31,Worse than Expected,227.1,As Expected,73,26.7,As Expected,55.7,22,0.44,As Expected,64,9.2,0.74,1.91,0,As Expected,56.1,0,12,571,0,6,16,27,31,20
12524,8,FMC EAST MOBILE,3,1217 GOVERNMENT ST,MOBILE,AL,36604,Mobile,Profit,Yes,Fresenius Medical Care,Yes,29,Yes,Yes,Yes,As Expected,684,28.3,As Expected,142.9,As Expected,92,31.6,As Expected,57.9,168,1.12,As Expected,159,15.9,0.58,0.96,0,As Expected,52.1,0,11,856,1,6,19,32,25,17
282502,12,DaVita Scottsbluff Dialysis Center,1,820 W 42nd St Suite 1600,SCOTTSBLUFF,NE,69361,Scotts Bluff,Profit,Yes,DaVita,No,20,Yes,Yes,No,As Expected,335,25.6,As Expected,156,As Expected,86,39,As Expected,50.8,44,0.53,As Expected,85,15.9,1.18,1.12,0.4,As Expected,62.6,4,36,843,2,9,27,26,22,16
312565,3,DaVita Renal Center of Sewell,3,660 WOODBURY-GLASSBORO RD,SEWELL,NJ,8080,Gloucester,Profit,Yes,DaVita,No,21,Yes,Yes,No,As Expected,222,19.3,As Expected,196.8,As Expected,72,26.6,As Expected,5.4,33,0.86,As Expected,76,24.8,0.79,0.66,0.46,As Expected,42.3,0,20,716,0,6,17,29,22,26
442626,8,DCI JASPER,5,300 WESTFIELD PLACE,JASPER,TN,37347,Marion,Non-profit,Yes,"Dialysis Clinic, Inc.",No,18,Yes,No,No,As Expected,275,25,As Expected,105.8,As Expected,59,23.4,As Expected,15.2,43,2.85,As Expected,68,28.7,0.74,0.76,0.36,As Expected,65.1,9,0,698,0,3,22,37,24,13
242601,11,FMC - PLYMOUTH CREEK,4,3007 HARBOR LN N STE 100,PLYMOUTH,MN,55447,Hennepin,Profit,Yes,Fresenius Medical Care,No,17,Yes,No,No,As Expected,129,16.8,As Expected,83.8,Better than Expected,24,4.4,Not Available,,10,,As Expected,34,12.6,0.75,0.65,0,As Expected,60.9,0,13,358,0,6,20,24,31,18
442733,8,DaVita Medina Dialysis,3,210 GRACE CV,MEDINA,TN,38355,Gibson,Profit,Yes,DaVita,No,12,Yes,Yes,No,As Expected,253,30.1,As Expected,107.6,As Expected,28,12.3,As Expected,6.9,29,0.36,As Expected,63,15.9,0.85,1.22,0.33,As Expected,59.7,0,14,515,1,5,23,31,30,12
672784,14,Fresenius Medical Care West Pearland,3,2276 Business Center Drive,PEARLAND,TX,77584,Brazoria,Profit,Yes,Fresenius Medical Care,No,13,Yes,Yes,Yes,As Expected,377,15.2,As Expected,156.1,As Expected,98,24.8,Worse than Expected,81.9,21,1.47,As Expected,93,27.5,0.75,0.96,0.47,As Expected,63.6,0,27,976,2,7,20,24,27,22
242568,11,DaVita Minneapolis Uptown Dialysis,3,3601 LYNDALE AVENUE SOUTH,MINNEAPOLIS,MN,55409,Hennepin,Profit,Yes,DaVita,No,12,Yes,No,No,As Expected,171,18.4,As Expected,131.2,As Expected,37,19.1,As Expected,8.6,15,,As Expected,47,16.5,1.16,0.55,0.2,As Expected,53.6,0,22,524,0,8,26,26,26,14
342675,6,DaVita Wake Forest Dialysis Center,4,11001 Ingleside Place,RALEIGH,NC,27614,Wake,Profit,Yes,DaVita,No,22,Yes,Yes,Yes,As Expected,347,16.1,As Expected,92.9,As Expected,49,38.1,As Expected,14.7,23,,As Expected,66,21.1,0.59,1.21,0,As Expected,61.4,7,21,755,2,7,19,23,30,21
32575,15,032575 SHOW LOW DIALYSIS (FMC),4,1500 S WHITE MOUNTAIN BLVD STE 204,SHOW LOW,AZ,85901,Navajo,Profit,Yes,Fresenius Medical Care,No,12,Yes,Yes,No,As Expected,350,15.5,As Expected,102.1,As Expected,57,25.4,As Expected,14.6,8,,As Expected,85,6.6,1.13,1.43,0.62,As Expected,62.6,0,38,945,1,8,18,24,28,22
112314,6,COLQUITT REGIONAL MEDICAL CENTER DIALYSIS,1,449 31ST AVENUE SE,MOULTRIE,GA,31768,Colquitt,Non-profit,No,Independent,No,26,Yes,No,No,As Expected,360,28.3,Worse than Expected,205,Worse than Expected,125,43.3,As Expected,53.7,27,0,As Expected,80,2.1,1.1,1.08,,As Expected,47.4,,0,800,2,8,19,26,26,20
442752,8,FKC Goodlettsville,3,740A CONFERENCE DR,GOODLETTSVILLE,TN,37072,Davidson,Profit,Yes,Fresenius Medical Care,No,13,Yes,No,No,As Expected,106,26.7,As Expected,141.5,As Expected,21,16.2,Not Available,,27,2.22,As Expected,26,7.9,0.97,1.16,0,As Expected,51.8,0,7,234,0,4,26,26,27,17
192521,13,FMCNA - MARRERO,3,7325 Westbank Expressway,Marrero,LA,70072,Jefferson,Profit,Yes,Fresenius Medical Care,Yes,23,Yes,Yes,Yes,As Expected,261,19.4,As Expected,147.1,As Expected,81,24.6,As Expected,21.8,20,,As Expected,69,13.6,0.8,0.93,0.39,As Expected,53.9,0,26,906,0,6,22,26,29,17
512518,5,DaVita West Virginia Dialysis,1,300 PROSPERITY LN,LOGAN,WV,25601,Logan,Profit,Yes,DaVita,No,13,Yes,Yes,No,As Expected,282,26.5,As Expected,138.7,As Expected,76,28.8,Worse than Expected,79.1,53,0,As Expected,65,7.3,1.12,0.86,0.11,As Expected,57.8,0,16,771,0,8,21,24,27,21
142836,10,FMC - SCHAUMBURG,3,815 West Wise Road,SCHAUMBURG,IL,60193,Cook,Profit,Yes,Fresenius Medical Care,No,14,Yes,No,No,As Expected,233,15.9,As Expected,150.7,As Expected,36,27.5,As Expected,47.3,30,1.27,As Expected,59,22.1,0.67,0.25,0,As Expected,68.6,0,20,579,0,5,30,33,21,11
672751,14,LIBERTY DIALYSIS - CHARLTON,2,3571 W WHEATLAND ROAD,DALLAS,TX,75237,Dallas,Profit,Yes,"US Renal Care, Inc.",No,17,Yes,No,No,As Expected,340,21.9,As Expected,137.9,As Expected,78,28.5,Not Available,,54,0.2,As Expected,73,11,1.21,1.27,0.3,As Expected,55.2,0,15,731,0,9,29,31,22,8
522605,11,DaVita Green Lake County Dialysis,3,432 OAK ST,BERLIN,WI,54923,Green Lake,Profit,Yes,DaVita,No,12,Yes,Yes,No,As Expected,150,17.2,As Expected,73.8,As Expected,20,17.3,Not Available,,12,,As Expected,35,5.8,1.38,1.11,0.17,As Expected,63.6,0,11,446,3,13,32,26,18,11
112788,6,DaVita Union City Dialysis,1,6851 Shannon Parkway Suite 200,UNION CITY,GA,30291,Fulton,Profit,Yes,DaVita,No,16,Yes,Yes,Yes,As Expected,382,27.7,As Expected,171.6,As Expected,41,37,Not Available,,19,0.48,As Expected,53,13.4,1.14,0.33,0.43,As Expected,46.4,0,9,431,2,10,21,25,22,23
152629,9,DaVita Princeton Dialysis,3,2227 SHERMAN DRIVE,PRINCETON,IN,47670,Gibson,Profit,Yes,DaVita,No,12,Yes,No,No,As Expected,166,20.9,As Expected,119.7,As Expected,43,24.8,As Expected,38.6,18,,Worse than Expected,30,0,1.06,1.42,0.25,As Expected,53.7,0,17,391,0,8,20,38,21,12
52621,18,DaVita Brea Dialysis Center,3,"595 Tamarack Avenue, Suite A",Brea,CA,92821,Orange,Profit,Yes,DaVita,No,21,Yes,No,No,As Expected,301,22.6,As Expected,120.8,As Expected,51,15,As Expected,23.6,23,0.47,As Expected,74,24.4,0.95,1.26,0.34,As Expected,66.4,0,20,781,2,8,24,30,20,17
142807,10,DaVita Salem Home Training,,1201 Ricker Road,SALEM,IL,62881,Marion,Profit,Yes,DaVita,No,0,No,Yes,Yes,As Expected,40,21.9,Worse than Expected,356.2,As Expected,21,28.1,Not Available,,6,,As Expected,14,20.2,1.96,2.34,,Not Available,,,4,109,11,5,19,29,32,16
672791,14,DESOTO REGIONAL DIALYSIS CENTER LLC,3,2651 BOLTON BOONE DRIVE,DESOTO,TX,75115,Dallas,Profit,Yes,American Renal Associates,Yes,25,Yes,Yes,Yes,As Expected,762,20.7,As Expected,103.2,Better than Expected,111,13.9,As Expected,47.3,85,0.93,As Expected,185,21,0.97,0.98,0,As Expected,44.4,31,41,2016,1,5,24,34,20,17
32664,15,Fresenius Kidney Care Cottonwood,2,455 S Calvary Way,Cottonwood,AZ,86326,Yavapai,Profit,Yes,Fresenius Medical Care,No,15,Yes,Yes,Yes,As Expected,90,32.8,As Expected,155.8,As Expected,38,29.1,Not Available,,9,,As Expected,46,8.4,1.82,2.65,0.35,As Expected,56.3,0,12,423,0,6,22,35,22,15
342684,6,FRESENIUS MEDICAL CARE CENTRAL RALEIGH,3,802 SEMART DRIVE,RALEIGH,NC,27604,Wake,Profit,Yes,Fresenius Medical Care,No,19,Yes,No,No,As Expected,183,25,As Expected,137.8,As Expected,38,29.3,Not Available,,92,0.66,As Expected,63,9.1,1.99,1.62,0.32,As Expected,71.2,0,6,443,0,9,22,25,23,20
502502,16,PUGET SOUND KIDNEY CENTER-BREMERTON,3,2613 WHEATON WAY,BREMERTON,WA,98310,Kitsap,Non-profit,Yes,Puget Sound Kidney Centers,Yes,20,Yes,Yes,Yes,As Expected,520,26.6,As Expected,126.6,As Expected,95,21.8,As Expected,20.6,42,1.38,As Expected,94,12.7,0.94,1.07,1.3,As Expected,56.4,2,50,1041,0,5,21,25,27,21
182646,9,"Dialyze Direct Louisville, KY",,9780 Ormsby Station RF,Louisville,KY,40207,Jefferson,Profit,Yes,Other,No,10,Yes,No,Yes,As Expected,85,32.3,Worse than Expected,209.6,As Expected,71,25.7,Not Available,,0,,Not Available,4,,1.46,0.8,,As Expected,51.8,,8,402,6,12,25,26,22,15
142617,10,FMC - GLENDALE HEIGHTS DIALYSIS CENTER,3,130 E. ARMY TRAIL ROAD,GLENDALE HEIGHTS,IL,60139,DuPage,Profit,Yes,Fresenius Medical Care,No,29,Yes,No,No,As Expected,417,15.4,As Expected,134.3,As Expected,73,24.5,As Expected,33.3,57,0.6,As Expected,96,17.6,0.68,0.33,0.3,As Expected,64.3,0,40,1078,1,9,25,29,23,14
392823,4,DaVita Girard Estates Dialysis,4,"1930 South Broad Street, Unit 7",Philadelphia,PA,19145,Philadelphia,Profit,Yes,DaVita,No,21,Yes,No,No,Better than Expected,282,13.5,As Expected,130.9,As Expected,73,21.6,As Expected,10.4,22,,As Expected,80,26.1,0.65,0.37,0.21,As Expected,58.1,5,32,967,2,7,18,23,29,22
332670,2,DaVita Long Island Renal Care,3,3460 GREAT NECK ROAD,AMITYVILLE,NY,11701,Suffolk,Profit,Yes,DaVita,Yes,24,Yes,Yes,No,As Expected,544,17.3,As Expected,177.5,As Expected,122,21.4,As Expected,38.5,48,1.27,As Expected,123,21.5,1.02,0.9,0.25,As Expected,65.4,0,46,1289,0,11,24,26,26,13
452788,14,SATELLITE HEALTHCARE KYLE,3,134 ELMHURST DRIVE,KYLE,TX,78640,Hays,Profit,Yes,Satellite Healthcare,No,25,Yes,No,No,As Expected,369,24.3,As Expected,124,As Expected,76,29.9,As Expected,35.3,64,1.39,As Expected,89,21.5,0.79,0.89,1.17,As Expected,66.5,0,24,944,2,5,14,22,33,26
362569,9,FMC - CLEVELAND CLINIC EAST,2,2429 Martin Luther king Jr. Blvd.,CLEVELAND,OH,44104,Cuyahoga,Profit,Yes,Fresenius Medical Care,Yes,54,Yes,Yes,No,As Expected,841,17.1,As Expected,169.7,As Expected,209,27,As Expected,28.8,113,1.66,As Expected,232,8.7,1.09,1.13,0.47,Worse than Expected,45.2,0,34,2198,0,8,21,23,26,22
152503,9,FMC - OHIO VALLEY DIALYSIS CENTER,3,230 BELLEMEADE AVENUE,EVANSVILLE,IN,47713,Vanderburgh,Profit,Yes,Fresenius Medical Care,No,18,Yes,Yes,Yes,As Expected,170,17.6,As Expected,143.5,As Expected,26,18.4,As Expected,22.2,11,,As Expected,42,8.5,0.92,1.26,2.71,As Expected,48.9,13,11,386,1,5,22,27,27,19
492704,5,DaVita Rutherford Crossing Dialysis,3,141 Market Street,WINCHESTER,VA,22603,Frederick,Profit,Yes,DaVita,No,13,Yes,Yes,Yes,As Expected,207,20.8,As Expected,124.6,As Expected,54,28.2,As Expected,28.7,23,,As Expected,58,20,0.83,1.04,0.2,As Expected,67.9,0,23,674,1,5,17,22,32,23
232556,11,DaVita Gaylord Dialysis,3,1989 WALDEN DR,GAYLORD,MI,49735,Otsego,Profit,Yes,DaVita,No,12,Yes,Yes,No,As Expected,214,20.2,As Expected,112.5,As Expected,40,26.4,As Expected,6.5,45,0.55,As Expected,50,12.8,1.17,0.94,0.61,As Expected,52.9,0,17,449,0,9,22,35,18,16
332545,2,DCI - UNIVERSITY DIALYSIS CENTER,1,1127 EAST GENESEE STREET,SYRACUSE,NY,13210,Onondaga,Non-profit,Yes,"Dialysis Clinic, Inc.",No,27,Yes,Yes,Yes,As Expected,518,22.5,As Expected,154.2,As Expected,169,28.3,As Expected,11.1,102,1.17,As Expected,161,15.2,1.19,1.24,0.07,As Expected,45.6,0,42,1621,3,9,19,24,29,20
282315,12,Cherry County Hospital Dialysis Unit,,510 N Green St,VALENTINE,NE,69201,Cherry,Non-profit,No,Independent,No,4,Yes,No,No,As Expected,30,34.2,Not Available,,Not Available,8,,Not Available,,2,,Not Available,5,,,0.78,,Not Available,,,3,55,,,,,,
102680,7,DaVita South Florida Dialysis,3,1 OAKWOOD BLVD #100,HOLLYWOOD,FL,33020,Broward,Profit,Yes,DaVita,No,21,Yes,Yes,No,As Expected,416,17.2,As Expected,151.2,As Expected,95,32.1,As Expected,42,41,1.77,As Expected,95,16.2,0.36,0.41,0.28,As Expected,56.4,0,32,1113,2,13,36,33,11,7
512516,5,FRESENIUS MEDICAL CARE MERCER COUNTY,2,160 SPRINGHAVEN DR,PRINCETON,WV,24740,Mercer,Profit,Yes,Fresenius Medical Care,No,17,Yes,Yes,No,As Expected,271,17.3,As Expected,144.2,As Expected,76,20.3,Worse than Expected,70.3,40,,As Expected,83,6.7,0.71,1.43,0.11,As Expected,55.6,0,21,735,0,7,24,21,27,21
332797,2,Cassena Kidney Care at Morningside,2,1000 Pelham Parkway South,Bronx,NY,10461,Bronx,Profit,No,Independent,No,21,Yes,No,No,As Expected,408,19.4,As Expected,156.3,As Expected,172,28.9,As Expected,47.5,31,,As Expected,59,11.9,1.02,0.91,,As Expected,61.1,,56,1074,3,20,30,26,18,6
132512,16,LIBERTY DIALYSIS - MERIDIAN,5,3525 E LOUISE DR SUITE 100,MERIDIAN,ID,83642,Ada,Profit,Yes,Fresenius Medical Care,No,15,Yes,Yes,Yes,As Expected,461,19.7,As Expected,102.8,As Expected,89,18.2,As Expected,5.2,79,2.62,Better than Expected,122,29.9,0.87,1.53,0.17,As Expected,73.5,0,37,1322,0,7,25,30,24,13
672687,14,DaVita Georgetown Dialysis,3,201 FM 971,GEORGETOWN,TX,78626,Williamson,Profit,Yes,DaVita,Yes,12,Yes,Yes,Yes,As Expected,244,23.5,As Expected,173.5,As Expected,53,26,Worse than Expected,72.9,19,,As Expected,69,20.3,0.78,0.84,0,As Expected,64.2,4,25,670,0,6,18,22,28,27
272512,16,FRESENIUS GREAT FALLS CLINIC DIALYSIS,1,1724 26TH STREET S,GREAT FALLS,MT,59405,Cascade,Profit,Yes,Fresenius Medical Care,No,18,Yes,Yes,No,As Expected,199,27.6,As Expected,139.9,As Expected,39,22.6,As Expected,33.6,28,0.94,As Expected,57,8.3,1.24,1.88,0.28,As Expected,46.3,0,17,477,2,7,23,23,26,22
682587,7,DSI NORTH TAMPA DIALYSIS,4,3421 North Lakeview Drive,TAMPA,FL,33618,Hillsborough,Profit,Yes,Diversified Specialty Institutes (DSI),No,17,Yes,Yes,No,As Expected,228,30.5,As Expected,135.3,As Expected,41,19.1,Not Available,,34,2.7,Better than Expected,59,42,0.48,0.51,0.45,As Expected,53.7,0,19,582,0,3,23,33,29,11
52730,18,DaVita Murrieta Dialysis,3,"27602 Clinton Keith Road, Bldg F",MURRIETA,CA,92562,Riverside,Profit,Yes,DaVita,No,24,Yes,No,No,As Expected,570,21.4,As Expected,119.7,As Expected,116,24.2,As Expected,20.4,54,0.43,As Expected,111,11.2,0.86,0.92,0.09,As Expected,65.9,0,35,1400,1,11,24,28,25,13
332848,2,US Renal Care North Flushing,,2707 Francis Lewis Blvd,Flushing,NY,11358,Queens,Profit,Yes,"US Renal Care, Inc.",No,27,Yes,Yes,No,Not Available,13,,Not Available,,Not Available,7,,Not Available,,0,,As Expected,23,45.9,,,,As Expected,78,,4,115,2,13,27,34,18,7
342718,6,DaVita Research Triangle Park Dialysis,3,"4021 Stirrup Creek Drive, Suite 400",DURHAM,NC,27703,Durham,Profit,Yes,DaVita,No,10,Yes,Yes,No,As Expected,196,22.4,As Expected,140.4,As Expected,40,27.2,As Expected,64.7,17,,Better than Expected,75,36.1,0.56,0.74,0,As Expected,53.2,13,24,686,0,4,18,25,31,21
473503,1,UNIVERSITY OF VERMONT MEDICAL CENTER DIALYSIS SOUTH BURLINGTON,3,35 Joy Drive,SOUTH BURLINGTON,VT,5403,Chittenden,Non-profit,No,Independent,Yes,18,Yes,Yes,Yes,As Expected,409,19.8,Better than Expected,75.5,As Expected,60,14.1,As Expected,28.9,11,,As Expected,117,25,1.12,1.36,0.59,As Expected,57.7,37,53,1189,1,5,23,29,28,14
